,Account length,International plan,Voice mail plan,Number vmail messages,Total day charge,Total eve charge,Total night charge,Total intl charge,Customer service calls,Churn
1448,110,0,0,0,41.23,13.8,8.28,2.11,4,0
1449,192,0,0,0,37.67,24.24,7.53,3.43,4,0
1450,93,0,0,0,19.43,18.79,5.68,2.94,0,0
1451,101,0,1,33,37.35,15.88,8.3,2.57,2,0
1452,77,0,0,0,24.63,12.86,11.36,3.32,2,0
1453,105,0,1,40,40.21,9.95,9.95,2.19,2,0
1454,133,0,1,44,29.58,17.8,10.08,3.81,2,1
1455,131,0,0,0,18.62,28.23,11.64,1.78,1,0
1456,106,0,1,33,13.87,20.03,6.79,2.67,1,0
1457,118,0,0,0,22.68,10.29,11.46,1.59,1,0
1458,125,0,0,0,23.31,17.83,10.73,2.32,1,0
1459,95,0,0,0,33.49,16.18,9.54,4.35,0,0
1460,80,0,0,0,33.68,13.32,8.19,2.51,3,0
1461,145,0,0,0,6.72,22.47,8.36,2.7,0,0
1462,37,0,0,0,33.92,17.64,3.78,2.19,2,0
1463,87,0,0,0,26.66,18.34,10.05,2.05,1,0
1464,69,0,0,0,31.18,20.2,10.26,2.43,3,0
1465,83,0,0,0,22.51,10.34,8.9,2.32,1,0
1466,195,0,0,0,10.74,18.72,8.28,1.38,0,0
1467,67,1,1,35,30.79,18.35,9.73,4.56,0,1
1468,75,0,1,27,19.98,17.58,8.75,1.13,3,0
1469,123,0,1,27,37.18,13.89,7.82,4.05,0,0
1470,41,0,1,41,35.24,11.67,5.21,1.59,1,0
1471,75,0,0,0,25.6,25.63,7.14,2.19,0,0
1472,76,1,0,0,46.46,22.41,7.43,3.24,1,1
1473,86,1,0,0,45.24,15.47,9.29,2.78,1,0
1474,140,0,0,0,19.18,13.32,11.23,4.4,0,0
1475,70,0,0,0,17.8,6.99,7.62,4.27,3,0
1476,121,0,1,35,32.95,16.8,9.85,1.59,0,0
1477,112,0,0,0,28.66,25.33,8.76,2.65,1,0
1478,118,0,0,0,43.04,17.09,8.79,2.62,2,0
1479,66,0,1,16,29.7,19.73,13.74,2.4,1,0
1480,78,0,0,0,14.79,16.46,9.26,2.97,0,0
1481,129,0,1,34,34.77,11.29,8.55,4.0,2,0
1482,6,0,0,0,38.51,12.93,7.4,2.54,3,0
1483,107,1,0,0,39.8,13.86,12.71,2.7,1,0
1484,107,1,0,0,22.66,15.55,10.85,3.48,3,1
1485,138,0,0,0,22.76,14.14,8.71,4.16,1,0
1486,103,0,0,0,27.23,11.81,14.06,2.62,0,0
1487,116,0,1,44,39.2,19.05,10.98,3.0,0,0
1488,189,0,0,0,38.66,14.96,9.27,1.7,2,0
1489,161,0,0,0,12.38,22.7,10.01,3.19,2,0
1490,1,0,0,0,33.34,25.2,9.52,1.89,1,0
1491,89,0,0,0,33.51,14.1,10.23,3.46,1,0
1492,64,0,0,0,37.33,25.78,6.95,2.62,1,0
1493,126,0,1,30,26.08,12.87,6.92,3.46,4,1
1494,129,0,0,0,36.72,15.89,9.48,1.32,2,0
1495,128,0,1,32,37.89,22.27,8.61,2.92,0,0
1496,81,0,1,36,19.7,20.11,11.48,3.16,3,0
1497,114,0,0,0,32.27,12.55,7.77,2.86,1,0
1498,50,0,0,0,26.3,25.33,9.46,3.0,0,0
1499,86,0,0,0,23.19,17.21,10.38,3.11,3,0
1500,96,0,0,0,28.99,23.59,7.31,3.29,1,0
1501,72,0,0,0,46.31,9.17,8.35,3.43,0,0
1502,64,0,1,40,35.7,19.78,7.6,1.59,8,0
1503,57,1,1,17,40.21,13.86,10.65,3.29,2,0
1504,65,0,0,0,26.16,18.71,12.62,2.3,2,0
1505,163,0,0,0,37.91,19.3,8.47,2.38,1,0
1506,136,0,0,0,42.91,14.27,11.17,2.89,2,0
1507,116,0,0,0,33.64,14.29,10.79,3.24,1,0
1508,93,0,0,0,25.91,23.34,11.35,1.78,3,0
1509,142,0,1,40,40.36,14.95,9.46,2.48,3,0
1510,92,0,0,0,45.15,15.36,9.5,2.32,1,0
1511,70,0,0,0,33.54,25.99,7.69,1.81,1,0
1512,22,0,1,14,33.85,18.85,2.96,1.13,1,0
1513,37,0,0,0,39.73,17.67,9.57,3.24,2,0
1514,51,0,0,0,31.13,13.61,14.03,1.89,1,0
1515,174,0,0,0,23.7,12.19,10.13,2.7,2,0
1516,68,0,0,0,36.36,22.14,10.52,2.27,1,1
1517,130,0,0,0,35.21,17.01,8.74,3.35,1,0
1518,104,0,0,0,23.75,17.22,9.16,3.05,2,0
1519,134,0,0,0,30.12,19.44,8.74,2.4,2,0
1520,108,0,1,35,28.87,14.76,9.66,2.57,2,0
1521,103,0,0,0,29.5,20.77,9.97,2.62,3,0
1522,62,0,0,0,27.18,14.64,11.84,1.51,1,0
1523,162,0,0,0,19.57,16.73,9.56,3.08,2,0
1524,93,0,1,19,23.26,15.26,3.2,3.38,2,0
1525,42,0,0,0,15.67,17.95,5.81,3.54,1,0
1526,155,0,1,23,41.46,11.31,9.62,3.62,2,0
1527,36,0,0,0,19.91,20.01,9.96,2.43,0,0
1528,143,0,0,0,37.96,14.2,9.14,1.22,0,1
1529,197,0,0,0,26.32,14.58,10.23,2.86,3,0
1530,81,0,0,0,44.44,18.33,12.23,2.16,1,1
1531,138,1,0,0,7.91,15.81,7.54,2.59,4,1
1532,103,0,1,18,25.48,14.53,7.72,3.11,0,1
1533,127,1,0,0,41.17,19.22,11.34,3.75,2,1
1534,136,0,0,0,44.1,14.68,13.22,2.89,1,1
1535,99,0,0,0,37.81,15.79,10.7,3.24,2,0
1536,95,0,0,0,11.8,16.22,9.9,2.4,0,0
1537,118,1,1,21,26.61,17.78,7.14,3.0,4,1
1538,113,0,0,0,10.4,7.85,8.88,3.7,5,1
1539,128,1,0,0,41.68,8.63,6.85,2.89,0,0
1540,117,0,0,0,17.39,11.49,8.99,4.24,3,0
1541,48,0,1,36,39.25,14.25,12.15,2.05,3,0
1542,81,1,0,0,38.66,17.98,11.62,3.21,0,0
1543,57,0,0,0,32.78,13.43,10.6,3.43,1,0
1544,140,0,0,0,27.64,17.53,6.37,2.21,1,0
1545,107,0,1,38,37.3,15.34,4.68,2.97,2,0
1546,56,0,0,0,23.32,14.1,8.2,3.86,1,0
1547,159,0,0,0,14.91,23.65,7.68,2.84,1,0
1548,102,0,0,0,46.09,14.62,7.61,2.78,1,0
1549,107,0,0,0,17.58,16.09,10.22,3.89,1,0
1550,106,0,0,0,8.87,18.71,5.05,3.08,2,0
1552,75,0,0,0,25.08,16.29,6.08,4.43,2,0
1553,86,0,0,0,37.03,18.25,10.29,3.05,0,0
1554,169,0,0,0,40.07,11.64,9.94,3.59,1,0
1555,122,0,1,22,34.77,11.87,9.23,2.32,2,0
1556,106,0,0,0,30.33,21.0,11.7,2.59,0,0
1557,52,0,1,32,22.12,21.01,13.02,3.65,2,0
1558,79,0,1,34,17.63,20.09,11.55,4.0,2,0
1559,135,0,0,0,40.78,15.05,9.77,1.59,2,0
1560,70,0,0,0,25.23,22.7,6.82,2.4,0,0
1561,80,0,0,0,25.26,17.92,9.17,2.7,2,0
1562,37,0,0,0,32.49,10.98,9.34,3.48,0,0
1563,161,0,1,39,37.15,9.58,9.23,1.97,1,0
1565,123,0,0,0,21.88,10.0,8.93,2.92,0,0
1566,80,0,1,38,40.22,16.79,9.43,2.57,2,0
1568,105,0,1,27,24.0,14.25,12.35,3.08,1,0
1569,73,0,1,31,33.05,14.96,10.35,3.11,0,0
1570,112,0,0,0,28.49,13.13,12.66,4.67,2,0
1571,179,0,0,0,39.87,13.96,8.61,1.65,1,0
1572,57,0,0,0,26.21,16.72,11.41,2.73,1,0
1573,127,0,1,14,24.34,14.44,9.97,3.13,1,0
1574,122,1,1,40,36.79,21.22,8.37,3.43,1,0
1575,33,0,1,35,27.52,12.85,8.59,2.3,1,0
1576,94,0,0,0,20.18,17.43,7.75,2.81,3,0
1577,100,0,0,0,30.45,16.71,8.4,2.75,1,0
1578,106,0,0,0,25.14,17.79,7.29,2.38,2,0
1579,148,0,1,38,35.56,9.91,4.93,4.46,2,0
1580,120,0,1,29,41.53,27.4,7.51,2.86,0,0
1581,91,0,1,34,29.8,22.3,6.48,1.51,1,0
1582,86,0,0,0,25.59,10.23,12.2,2.43,1,0
1583,78,0,1,25,33.56,25.13,9.53,3.56,0,0
1584,94,0,0,0,27.8,12.21,11.4,3.4,1,0
1585,85,0,0,0,40.27,16.8,13.91,3.08,2,1
1586,89,0,0,0,13.99,14.21,8.76,1.94,1,0
1587,128,0,0,0,36.72,13.06,10.22,3.43,1,0
1588,115,1,0,0,30.6,16.9,9.77,3.35,1,0
1589,76,0,0,0,24.43,14.71,10.76,1.57,1,0
1590,75,0,1,39,33.69,23.83,5.83,3.05,1,0
1591,90,0,1,29,31.55,18.67,6.84,3.0,2,0
1592,30,0,0,0,23.39,13.77,8.45,1.57,3,0
1593,105,1,0,0,46.56,23.68,11.49,2.94,1,1
1594,102,0,1,31,21.3,12.0,7.57,1.7,3,0
1595,83,0,0,0,30.4,14.27,8.05,2.32,3,0
1596,63,0,1,49,36.53,16.85,7.69,2.21,0,0
1597,155,0,0,0,27.71,17.33,7.15,4.08,2,0
1598,82,0,1,29,27.85,11.47,3.57,2.38,2,0
1599,87,0,0,0,32.22,17.42,9.98,3.62,1,0
1600,115,0,1,26,26.38,19.63,11.77,1.22,0,0
1601,99,1,0,0,41.19,29.83,7.34,3.05,0,1
1602,121,1,1,44,43.2,15.32,8.83,2.35,3,0
1603,54,0,1,33,19.04,17.68,6.76,3.05,2,0
1604,105,0,0,0,19.64,22.72,5.14,3.59,3,0
1605,73,0,0,0,23.31,17.92,8.61,3.0,1,0
1606,95,0,0,0,33.73,20.05,14.65,2.73,0,0
1607,21,0,1,19,22.56,17.39,6.96,3.48,3,0
1608,163,0,1,25,37.33,17.88,10.92,3.73,2,0
1609,57,0,0,0,28.83,19.95,12.84,3.02,0,0
1610,104,1,0,0,27.27,24.98,13.8,3.4,4,0
1611,83,0,1,20,16.15,14.27,9.03,3.02,0,0
1612,141,0,0,0,27.22,21.82,12.15,1.89,2,0
1613,95,0,0,0,33.08,19.79,7.8,1.03,3,0
1614,184,0,0,0,40.19,24.42,8.64,3.73,1,1
1616,67,0,0,0,30.57,14.72,12.28,2.94,0,0
1617,104,1,0,0,25.19,13.75,11.67,2.97,0,0
1618,71,0,1,39,31.14,17.8,7.76,3.21,1,0
1619,149,0,0,0,20.26,14.31,9.21,3.29,4,1
1620,154,0,1,35,38.08,16.32,7.34,2.59,0,0
1621,138,0,1,21,3.32,11.98,8.09,2.13,0,0
1622,117,0,0,0,31.42,21.13,5.99,2.59,1,0
1623,130,0,0,0,29.97,17.09,7.29,3.05,1,0
1624,73,0,0,0,41.09,14.32,7.64,3.0,2,0
1625,100,0,1,38,38.2,24.99,13.05,2.65,0,0
1626,149,0,0,0,35.24,16.86,5.13,2.32,1,0
1627,29,0,0,0,33.46,14.28,5.97,3.43,2,0
1628,131,0,0,0,18.85,9.83,8.57,4.27,1,0
1629,153,0,0,0,20.83,23.23,8.9,2.16,2,0
1630,84,0,0,0,38.57,17.14,5.86,3.56,2,0
1631,133,0,0,0,31.79,12.02,10.72,2.7,2,0
1632,112,0,0,0,28.99,16.42,8.46,3.02,0,0
1633,87,0,0,0,34.82,13.69,12.86,2.57,0,0
1634,72,0,0,0,28.2,20.05,9.45,3.24,2,0
1635,66,0,0,0,26.18,16.91,6.84,2.57,4,1
1636,65,0,1,29,26.88,27.39,9.45,2.4,1,0
1637,74,0,0,0,38.28,18.28,10.88,2.46,2,0
1638,116,0,0,0,27.1,15.26,7.55,2.62,6,1
1639,68,0,0,0,29.36,11.82,7.84,3.16,2,0
1640,68,0,0,0,37.88,14.94,9.09,2.97,3,0
1641,54,1,0,0,36.4,20.44,8.5,2.73,1,0
1642,99,0,0,0,9.32,14.71,8.78,2.03,1,0
1643,107,0,0,0,22.78,14.83,14.0,1.97,3,0
1644,124,0,0,0,31.42,14.88,7.12,2.84,1,0
1645,95,0,1,36,48.13,24.33,11.78,3.05,3,0
1646,173,0,0,0,49.61,18.22,6.8,2.67,0,1
1647,110,0,0,0,37.86,8.99,9.67,3.65,1,0
1648,102,0,0,0,29.67,20.13,12.17,2.3,0,0
1649,130,0,0,0,11.63,16.43,7.72,2.81,0,0
1650,91,0,1,31,46.41,18.32,4.71,2.59,1,0
1651,64,1,0,0,38.3,9.2,6.28,4.67,1,1
1652,176,0,1,23,48.14,13.82,8.0,1.94,1,0
1653,93,1,0,0,22.34,18.67,7.01,3.0,1,1
1654,84,0,1,12,15.25,11.78,7.46,2.89,1,0
1655,138,0,0,0,21.61,21.05,9.35,1.35,3,0
1656,101,0,1,28,18.0,19.69,12.66,2.89,1,0
1657,136,0,0,0,24.19,13.43,7.99,1.62,2,0
1658,111,0,0,0,32.52,11.77,11.07,1.73,2,0
1659,132,0,1,36,34.32,13.29,5.91,3.7,0,0
1660,128,0,0,0,42.04,15.53,6.44,3.97,3,0
1661,92,0,1,38,41.17,13.57,9.45,2.4,1,0
1662,197,1,0,0,21.64,18.9,7.83,3.7,5,1
1663,191,0,0,0,27.54,20.5,9.47,2.94,1,0
1664,99,0,1,33,30.45,20.26,7.46,2.86,2,0
1665,106,0,1,31,33.56,10.49,5.2,3.32,3,0
1666,88,0,0,0,25.19,26.24,10.59,1.73,2,0
1667,78,0,0,0,32.83,14.63,5.83,2.75,0,0
1668,98,0,0,0,29.19,14.86,8.53,2.11,1,0
1669,17,0,1,35,33.75,23.0,9.45,2.19,1,0
1670,56,0,1,24,20.69,15.64,12.0,3.43,1,0
1671,84,0,0,0,22.13,23.63,13.74,3.78,2,0
1672,95,0,0,0,34.58,14.33,7.79,3.7,2,0
1673,16,0,0,0,29.7,23.87,7.73,2.84,5,0
1674,76,1,0,0,40.97,19.7,9.91,2.67,1,1
1675,93,0,0,0,24.09,18.79,10.22,2.75,0,0
1676,83,0,0,0,22.92,14.21,7.27,2.08,2,0
1677,123,0,0,0,27.73,21.2,7.57,2.43,1,0
1678,64,0,0,0,24.74,19.41,12.3,2.4,1,0
1679,82,0,0,0,56.07,17.71,12.02,2.86,0,1
1680,107,0,0,0,33.07,15.84,8.02,3.43,2,0
1681,110,0,0,0,22.42,23.18,8.68,1.92,1,0
1682,96,0,1,29,25.5,13.55,10.26,2.3,1,0
1683,47,0,1,30,33.42,20.52,10.17,3.48,2,0
1684,115,0,0,0,16.95,12.33,6.72,3.81,2,0
1685,69,0,0,0,24.41,12.05,8.73,2.92,3,0
1686,163,0,1,40,39.42,18.0,12.08,3.32,2,0
1687,90,0,0,0,6.43,13.2,7.88,3.83,3,0
1688,98,0,0,0,12.38,15.84,7.89,2.84,3,0
1689,90,0,1,39,16.12,18.62,8.88,3.08,1,0
1690,174,0,1,15,37.71,17.9,9.98,3.35,1,0
1691,95,0,0,0,45.73,19.86,8.07,1.97,2,1
1692,79,0,0,0,45.61,15.77,11.91,1.7,1,1
1693,123,0,1,27,33.78,21.17,7.79,3.38,1,0
1694,99,0,0,0,19.64,18.54,11.47,3.11,7,1
1695,114,0,0,0,34.36,16.63,13.13,3.59,2,0
1696,141,0,0,0,36.65,17.05,6.92,3.35,1,0
1697,132,0,0,0,28.88,17.8,9.27,3.11,1,0
1698,133,0,0,0,34.29,14.4,12.88,1.62,0,0
1699,133,0,0,0,37.59,13.62,7.28,2.27,4,0
1700,93,0,1,32,37.18,9.78,8.67,2.54,2,0
1701,34,0,0,0,49.93,23.16,8.02,2.97,2,1
1702,140,0,0,0,20.45,20.43,9.74,2.08,4,1
1703,96,0,1,26,29.89,17.56,8.01,3.0,2,0
1704,144,0,0,0,47.35,20.46,5.4,3.13,1,1
1705,24,0,1,29,40.17,16.22,5.81,1.94,3,0
1706,54,0,0,0,46.55,10.17,12.04,3.16,1,0
1707,50,0,0,0,22.29,13.64,9.31,1.51,5,1
1708,92,0,1,23,28.46,21.98,5.24,3.02,4,0
1709,96,0,0,0,33.61,21.29,8.15,2.84,3,0
1710,146,0,0,0,28.82,19.63,12.14,2.43,2,0
1711,138,1,1,17,38.28,14.74,6.56,3.16,0,0
1712,102,0,0,0,29.67,18.16,7.41,2.78,4,0
1713,76,0,0,0,22.05,15.09,10.3,2.03,5,1
1714,99,0,0,0,34.0,9.17,10.52,3.08,3,0
1715,83,0,1,36,16.3,22.24,10.29,3.59,0,0
1716,36,0,1,25,25.98,20.64,6.63,2.46,1,0
1717,70,0,0,0,22.08,17.74,10.41,3.86,1,0
1718,109,1,0,0,45.63,12.8,13.41,2.62,2,1
1719,100,0,0,0,32.05,12.61,8.09,4.1,2,0
1720,104,0,0,0,29.0,13.78,9.48,1.65,1,0
1721,106,0,0,0,32.54,17.06,10.35,2.21,1,0
1722,84,0,0,0,12.8,15.29,8.72,3.32,1,0
1723,80,0,0,0,25.47,23.49,10.86,2.94,2,0
1724,100,0,0,0,19.7,9.46,7.66,1.92,1,0
1725,99,0,0,0,21.9,17.33,12.72,3.81,2,0
1726,50,0,0,0,22.39,18.4,8.82,2.97,1,0
1727,105,0,0,0,17.24,13.52,11.66,3.29,1,0
1728,113,0,1,23,25.33,20.04,9.08,2.57,4,0
1729,111,0,1,36,16.46,14.5,7.47,3.62,2,0
1730,161,0,0,0,18.28,21.79,11.12,3.4,2,0
1731,70,0,0,0,39.58,25.79,11.5,3.48,0,1
1732,97,0,1,43,20.59,22.12,10.01,2.24,3,0
1733,130,0,0,0,21.13,23.01,10.78,0.95,0,0
1734,92,0,0,0,26.81,25.38,9.76,3.73,1,0
1735,119,0,0,0,21.13,17.6,7.08,4.0,0,0
1736,115,0,0,0,48.69,17.48,8.61,1.86,1,1
1737,134,0,0,0,24.09,17.48,9.83,2.38,0,0
1738,127,0,1,25,29.41,20.89,13.5,1.3,0,0
1739,80,0,0,0,45.68,25.59,7.52,1.57,2,1
1740,153,0,1,31,37.15,11.41,5.35,2.54,0,0
1741,85,0,0,0,43.4,16.54,12.45,1.0,3,0
1742,79,0,0,0,7.12,17.94,10.71,3.08,1,0
1743,35,0,0,0,44.34,21.94,5.91,1.57,1,0
1744,120,0,1,26,40.7,22.05,10.71,2.08,0,0
1745,68,0,0,0,38.54,14.31,8.49,2.75,0,0
1746,60,0,0,0,30.48,17.76,11.17,3.65,1,1
1747,120,0,0,0,26.86,16.75,6.97,2.7,1,0
1748,71,0,1,23,29.87,22.01,12.08,3.81,1,0
1749,124,0,0,0,26.76,14.26,8.5,2.38,3,0
1750,23,0,0,0,19.23,14.35,11.83,1.86,1,1
1752,181,1,0,0,27.42,10.57,11.79,3.81,0,1
1753,63,0,0,0,24.23,17.71,10.3,2.03,2,0
1754,54,1,0,0,32.39,22.07,6.37,2.62,2,1
1755,80,1,1,15,27.08,14.5,6.35,3.21,1,0
1756,118,1,1,39,26.15,10.48,5.3,2.48,1,0
1757,42,1,0,0,30.72,14.84,7.44,3.24,2,0
1758,134,0,0,0,34.46,19.12,11.43,3.27,0,0
1759,66,0,1,35,32.44,22.21,9.43,2.4,0,0
1760,66,0,0,0,34.87,19.78,11.7,2.48,2,0
1761,127,0,1,28,40.05,20.13,10.85,2.08,1,0
1762,146,0,0,0,32.18,13.25,8.37,2.0,0,0
1763,93,0,1,42,28.37,23.22,7.69,3.11,1,0
1764,77,0,0,0,41.68,21.6,10.77,2.03,0,1
1765,111,0,0,0,22.54,18.79,5.76,3.43,4,1
1766,125,0,0,0,30.99,11.88,7.72,3.13,2,0
1767,115,0,1,14,32.69,7.54,10.32,2.84,2,0
1768,115,1,0,0,20.74,18.72,8.09,2.92,2,1
1769,114,0,0,0,32.81,21.25,6.0,2.59,2,0
1770,106,0,0,0,26.96,18.7,11.38,2.46,0,0
1771,118,0,1,39,15.56,18.69,10.31,3.43,2,0
1772,59,0,0,0,26.11,17.47,5.15,3.38,1,0
1773,87,1,1,40,37.67,13.35,10.01,3.11,1,0
1774,21,0,0,0,41.6,14.28,12.67,1.78,1,0
1775,142,0,1,24,40.77,24.3,11.55,2.57,0,0
1776,62,0,0,0,29.31,19.59,10.27,2.97,0,0
1777,149,0,0,0,41.23,20.86,9.88,2.7,3,1
1778,54,0,1,39,19.99,13.53,10.64,3.05,2,0
1779,112,0,0,0,29.67,22.04,7.67,3.05,1,0
1780,68,0,0,0,26.74,18.78,9.85,3.24,1,0
1781,201,0,1,21,32.64,20.32,5.22,4.08,1,0
1782,88,0,0,0,37.09,14.39,6.35,2.16,1,0
1783,85,0,1,29,24.58,11.9,7.44,2.94,1,0
1784,51,1,0,0,26.11,19.8,9.64,3.81,0,1
1785,45,0,1,29,23.09,18.91,10.6,2.13,2,0
1786,116,0,0,0,27.32,12.48,12.95,2.21,0,0
1787,146,0,1,31,34.43,20.52,7.63,2.11,1,0
1788,63,0,1,34,25.87,19.3,8.81,3.32,1,0
1789,133,0,0,0,38.66,6.22,5.14,1.27,0,0
1790,125,0,0,0,32.57,17.48,9.46,2.48,2,0
1791,72,0,0,0,23.61,17.99,8.08,2.92,1,0
1792,130,0,0,0,21.59,17.59,10.43,1.65,0,0
1793,97,0,0,0,28.66,22.03,12.59,1.97,1,0
1794,54,0,0,0,48.72,18.97,9.17,3.11,1,1
1795,160,0,1,29,27.98,22.34,5.57,4.1,1,0
1796,79,0,0,0,24.48,11.54,9.56,3.51,1,0
1797,92,0,1,47,24.07,17.67,9.16,2.75,0,0
1798,59,0,0,0,34.73,21.02,9.66,3.24,1,0
1799,132,0,0,0,27.74,14.25,3.94,1.67,1,0
1800,21,0,0,0,38.25,20.76,9.95,2.89,0,0
1801,93,0,0,0,29.94,16.97,11.88,2.3,2,0
1802,147,0,1,36,43.21,19.39,4.41,3.73,5,0
1803,101,0,0,0,29.73,22.27,9.45,2.3,1,0
1804,125,1,0,0,31.84,13.66,11.87,2.59,0,1
1805,63,0,0,0,36.01,19.63,9.77,2.89,3,0
1806,107,0,0,0,41.12,10.79,8.35,3.16,0,0
1807,110,0,0,0,33.34,16.97,6.12,3.48,3,0
1808,83,0,0,0,39.32,17.88,9.78,3.35,3,0
1809,117,0,0,0,27.47,16.69,13.27,3.73,1,0
1810,124,0,0,0,32.98,20.49,10.24,3.21,0,0
1811,115,0,0,0,18.65,19.02,10.81,4.16,3,0
1812,156,1,0,0,47.09,20.26,4.25,2.24,1,0
1813,89,0,0,0,32.66,13.91,7.64,1.65,0,0
1814,72,0,0,0,33.73,18.44,5.08,3.54,0,0
1815,101,0,1,42,35.56,13.57,8.17,2.57,0,0
1816,53,0,0,0,31.42,18.39,6.35,4.97,2,0
1817,116,0,0,0,28.53,12.07,8.58,1.97,2,0
1818,78,0,0,0,23.66,16.27,12.89,3.19,3,0
1819,117,0,1,17,37.62,14.25,11.82,1.19,0,0
1820,56,0,0,0,20.67,14.05,10.98,2.4,1,0
1821,123,0,1,39,45.97,20.83,4.9,4.16,1,0
1822,127,0,0,0,23.73,20.48,5.72,2.38,2,0
1823,116,0,1,23,43.01,11.81,12.5,3.19,2,0
1824,138,0,1,26,31.26,20.46,8.36,4.05,1,0
1825,120,0,0,0,34.56,22.09,5.22,2.11,3,0
1826,102,0,0,0,34.1,12.96,8.97,2.08,3,0
1827,95,0,0,0,28.49,14.96,11.29,3.62,2,0
1828,102,0,0,0,26.61,17.37,6.39,2.67,2,0
1829,89,0,1,25,36.57,16.78,7.29,2.86,1,0
1830,50,0,0,0,51.29,14.2,3.25,2.84,1,0
1831,93,0,1,42,25.89,22.74,12.01,3.05,7,0
1832,68,0,0,0,33.22,18.03,6.23,4.08,1,0
1833,70,0,0,0,35.48,23.42,8.21,2.16,2,0
1834,138,0,1,29,32.32,18.97,11.53,3.83,0,0
1835,141,0,1,37,31.52,15.17,9.82,2.16,4,0
1836,112,0,1,17,31.14,21.49,7.05,2.62,0,0
1837,117,1,0,0,9.21,25.77,7.73,2.32,1,1
1838,1,0,1,26,35.36,15.73,8.0,2.19,1,0
1839,70,0,0,0,39.15,6.62,11.12,3.56,1,0
1840,87,0,1,22,40.94,6.45,10.11,1.92,2,0
1841,52,0,1,21,33.27,9.03,7.08,1.43,2,0
1842,97,0,0,0,46.94,17.09,10.41,2.4,0,1
1843,105,0,0,0,28.24,14.95,10.96,4.37,2,0
1844,77,0,1,28,23.1,20.78,9.34,3.11,4,1
1845,80,1,0,0,32.15,18.97,12.11,3.75,2,1
1846,120,0,1,43,30.24,14.88,7.26,3.11,1,0
1847,54,0,1,39,24.46,17.88,5.81,3.38,2,0
1848,148,1,0,0,25.19,13.57,8.88,2.32,2,0
1849,119,0,0,0,48.81,13.54,9.76,3.75,2,1
1850,162,0,1,26,30.55,18.54,9.55,2.51,1,1
1851,85,0,0,0,28.19,16.15,6.48,2.94,5,1
1852,101,0,1,25,24.5,14.25,10.8,3.92,1,0
1853,172,0,0,0,29.33,21.51,9.97,1.59,0,0
1854,80,0,0,0,33.97,14.2,12.23,1.49,1,0
1855,67,0,0,0,18.55,12.1,4.1,2.94,2,0
1856,86,0,0,0,29.21,25.64,6.27,2.62,1,0
1857,107,0,0,0,37.79,24.31,11.22,3.27,1,1
1858,133,0,0,0,41.79,22.5,5.03,3.02,0,0
1859,116,0,0,0,27.98,23.0,10.37,2.16,0,0
1860,63,0,0,0,35.99,23.09,9.15,2.0,0,0
1861,119,1,1,16,25.02,13.61,8.28,2.08,0,1
1862,133,1,0,0,43.3,21.44,8.01,2.16,0,1
1863,94,1,0,0,28.92,23.1,4.98,2.35,1,0
1864,69,0,0,0,33.17,22.23,9.17,3.08,0,0
1865,146,0,0,0,25.38,15.9,6.74,2.13,7,1
1866,119,0,0,0,13.92,21.57,9.59,2.4,2,1
1867,142,1,1,25,32.49,12.72,10.25,2.65,0,0
1868,123,0,0,0,35.17,19.07,8.88,2.24,3,0
1869,101,0,0,0,40.63,23.21,12.52,3.65,1,1
1870,43,0,0,0,30.48,21.48,10.24,2.16,0,0
1871,69,0,0,0,31.5,18.62,10.96,1.49,0,0
1872,15,1,0,0,24.04,10.53,14.56,2.19,2,0
1873,107,0,1,25,42.26,10.14,8.74,3.24,1,0
1874,67,0,0,0,25.93,21.45,8.34,1.32,2,0
1875,99,0,0,0,24.75,19.63,8.17,3.08,1,0
1876,46,0,0,0,27.91,16.68,10.62,2.19,1,0
1877,55,1,0,0,37.57,14.06,10.59,2.62,1,0
1878,39,0,0,0,50.22,19.73,9.2,3.11,1,1
1879,92,0,0,0,23.77,14.87,9.07,2.54,2,0
1880,56,0,0,0,27.59,12.67,11.5,4.0,4,1
1881,76,0,0,0,46.36,20.09,10.6,2.08,0,1
1882,132,1,1,33,34.05,19.26,8.95,3.48,2,0
1883,140,0,1,28,26.71,14.65,8.3,3.0,1,0
1884,51,1,1,12,23.09,17.05,8.66,3.32,2,0
1885,27,0,0,0,40.24,19.71,7.41,3.43,1,0
1887,105,1,1,28,26.54,9.1,7.55,3.97,0,1
1888,117,0,0,0,32.49,24.04,3.82,3.24,2,0
1890,135,0,0,0,37.2,20.64,3.86,2.78,4,0
1891,146,0,0,0,34.92,11.47,13.97,2.78,3,0
1892,147,1,0,0,38.28,15.72,6.44,2.67,0,1
1893,68,0,0,0,42.48,21.63,12.29,2.4,2,1
1894,68,0,0,0,22.37,11.65,11.53,2.75,3,0
1895,86,0,1,21,33.64,14.08,9.36,2.73,0,0
1896,131,0,0,0,28.31,17.87,11.57,2.67,1,0
1897,86,0,1,29,38.32,15.9,12.65,3.48,1,0
1898,159,0,0,0,46.89,16.11,10.08,2.0,2,1
1899,134,0,1,40,24.29,7.53,13.05,2.92,1,0
1900,113,0,0,0,35.22,21.76,9.49,2.67,1,0
1901,132,0,0,0,35.05,17.95,8.83,2.75,1,0
1902,85,0,0,0,35.75,16.64,9.97,3.02,1,0
1903,93,1,1,38,38.37,10.17,8.69,3.78,1,1
